,Applicant,Applicant country,Region,Category,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
175,Beijing Bio Fortune Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2021.0,2021.0,Transient,1.0,1.0
176,Beijing Biocytogen Co. Ltd.,China,Asia,Commercial,2.0,2.0,0.06025911419102139,1.0,,,2019.0,2020.0,Terminator,2.0,1.0
177,Beijing Biohealthcare Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
178,Beijing Biyang Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,35.0,0.030129557095510694,35.0,,,2015.0,2015.0,Transient,1.0,1.0
179,Beijing C&N International Science & Technology Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
180,"Beijing Cancer Hospital, Beijing Cancer Hospital",China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2021.0,2022.0,Terminator,2.0,1.0
181,"Beijing Cancer Hospital, Peking University Cancer Hospital",China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
182,"Beijing Chaoyang Hospital, Capital Medical University",China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
183,Beijing Coal Mining Machinery Co.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
184,Beijing Dingchengtaiyuan Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2018.0,2018.0,Transient,1.0,1.0
185,Beijing Dongfang Biotech Co. Ltd.,China,Asia,Commercial,7.0,21.0,0.21090689966857487,3.0,0.0020181634712411706,4.077097921699335e-06,2015.0,2022.0,Terminator,8.0,0.875
186,Beijing Eastern Biotech Co. Ltd.,China,Asia,Commercial,2.0,1.0,0.06025911419102139,0.5,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,2.0
187,Beijing Echo Biotech Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
188,Beijing Fullcan Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,3.0,0.030129557095510694,3.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
189,Beijing Gene Plus Medical Examination Laboratory Co. Ltd.,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
190,Beijing Geneplus Tech Co. Ltd.,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
191,Beijing Hanmi Pharma Co. Ltd.,China,Asia,Commercial,8.0,2.0,0.24103645676408555,0.25,0.0010090817356205853,0.0,2017.0,2023.0,Continuant,7.0,1.1428571428571428
192,Beijing Huirui Weimian Technology Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
193,Beijing Immune Ark Pharmaceutical Tech Co. Ltd.,China,Asia,Commercial,1.0,3.0,0.030129557095510694,3.0,,,2019.0,2019.0,Transient,1.0,1.0
194,Beijing Institute For Cancer Research,China,Asia,Academic,1.0,2.0,0.030129557095510694,2.0,,,2021.0,2021.0,Transient,1.0,1.0
195,Beijing Jiermaidi Biopharmaceutical Tech Co. Ltd.,China,Asia,Commercial,1.0,2.0,0.030129557095510694,2.0,,,2020.0,2020.0,Transient,1.0,1.0
196,Beijing Jingda Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
197,Beijing Jingyi Taixiang Technology Development Co Ltd,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0020181634712411706,4.077097921699335e-06,2021.0,2022.0,Terminator,2.0,1.0
198,Beijing Jingyitaixiang Tech Development Co. Ltd.,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2015.0,2019.0,Terminator,5.0,0.4
199,Beijing Joinn Biotechnology Co. Ltd.,China,Asia,Commercial,2.0,4.0,0.06025911419102139,2.0,,,2019.0,2021.0,Terminator,3.0,0.6666666666666666
200,Beijing Kailai Tiancheng Medicine Technology Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
201,Beijing Kanova Biopharmaceutical Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
202,Beijing Korean Mei Medicine Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
203,Beijing Mabworks Biotech Co. Ltd.,China,Asia,Commercial,1.0,20.0,0.030129557095510694,20.0,,,2017.0,2017.0,Transient,1.0,1.0
204,Beijing Marino Biotechnology Pty Ltd,China,Asia,Commercial,2.0,19.0,0.06025911419102139,9.5,,,2016.0,2017.0,Terminator,2.0,1.0
205,Beijing Oriental Baitai Biotechnology Co Ltd,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2021.0,2021.0,Transient,1.0,1.0
206,Beijing Pinze Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,6.0,0.030129557095510694,6.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
207,Beijing Protein Innovation Co Ltd,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2020.0,2020.0,Transient,1.0,2.0
208,Beijing Proteome Research Center,China,Asia,Academic,1.0,3.0,0.030129557095510694,3.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,1.0
209,Beijing Pukang Rayleigh Medical Institute Co. Ltd.,China,Asia,Commercial,2.0,1.0,0.06025911419102139,0.5,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,2.0
210,Beijing Ruhui Biomedical Tech Co. Ltd.,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2020.0,2020.0,Transient,1.0,1.0
211,Beijing Simcere Medical Laboratory Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,1.0
212,Beijing Sinotau Bio Pharmaceutical Tech Co Ltd,China,Asia,Commercial,,,,,,,,,Beijing Sinotau Bio Pharmaceutical Tech Co Ltd,,
213,Beijing Tiannuo Jiancheng Pharmaceutical Technology Co Ltd,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
214,"Beijing Tumor Hospital, Beijing University Tumor Hospital",China,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
215,Beijing Virgilbio Tech Co. Ltd.,China,Asia,Commercial,2.0,2.0,0.06025911419102139,1.0,0.0010090817356205853,0.0,2017.0,2017.0,Transient,1.0,2.0
216,Beijing Xinnuo Weikang Tech Co. Ltd.,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2021.0,2021.0,Transient,1.0,1.0
217,Beijing Yufan Biotechnologies Co Ltd,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
218,Beijing Zhutian Tech Development Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
219,"Berd, David",,,Individual,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
220,Bergen Teknologioverforing As,Norway,Europe,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2017.0,2017.0,Transient,1.0,1.0
221,Bergonie Institute,France,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
222,Bernadette Ferraro,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.004036326942482341,0.0,2020.0,2020.0,Transient,1.0,1.0
223,Beth Israel Deaconess Medical Center Inc.,United States,North America,Commercial,2.0,2.0,0.06025911419102139,1.0,,,2018.0,2019.0,Terminator,2.0,1.0
224,Betta Pharmaceuticals Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
225,Betty Li,,,Individual,1.0,39.0,0.030129557095510694,39.0,0.004036326942482341,0.0,2012.0,2012.0,Transient,1.0,1.0
226,Beverage Guibao Company,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
227,Bexion Pharmaceuticals Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
228,"Beyond Air, Inc.",United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
229,Beyondspring Pharmaceuticals Inc.,United States,North America,Commercial,6.0,2.0,0.1807773425730642,0.3333333333333333,,,2017.0,2022.0,Terminator,6.0,1.0
230,Bicycletx Ltd,United Kingdom,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
231,Bifido Co. Ltd.,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
232,Binder David Charles,,,Individual,1.0,2.0,0.030129557095510694,2.0,0.0010090817356205853,0.0,2014.0,2014.0,Transient,1.0,1.0
233,Binnig Gerd,,,Individual,1.0,8.0,0.030129557095510694,8.0,0.004036326942482341,0.0,2016.0,2016.0,Transient,1.0,1.0
234,Bio-Thera Solutions Ltd.,China,Asia,Commercial,8.0,0.0,0.24103645676408555,0.0,,,2020.0,2022.0,Terminator,3.0,2.6666666666666665
235,Biocad Joint Stock Co.,Russia,Europe,Commercial,3.0,0.0,0.0903886712865321,0.0,,,2020.0,2023.0,Continuant,4.0,0.75
236,Biocells Beijing Biotechnology Co. Ltd.,China,Asia,Commercial,2.0,4.0,0.06025911419102139,2.0,,,2018.0,2018.0,Transient,1.0,2.0
237,Biocon Ltd,India,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2013.0,2013.0,Transient,1.0,1.0
238,Biodesix Inc.,United States,North America,Commercial,4.0,22.0,0.12051822838204278,5.5,,,2016.0,2019.0,Terminator,4.0,1.0
239,Biohaven Therapeutics Ltd.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
240,Bioinvent International Ab,Sweden,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,1.0
241,Biokine Therapeutics Ltd,United Kingdom,Europe,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,2.0
242,Biolinerx Ltd.,Israel,Asia,Commercial,4.0,0.0,0.12051822838204278,0.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,4.0
243,Biomarker Strategies Llc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
244,Biomed Valley Discoveries Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2020.0,2023.0,Continuant,4.0,0.5
245,Biomunex Pharmaceuticals,France,Europe,Commercial,1.0,13.0,0.030129557095510694,13.0,,,2017.0,2017.0,Transient,1.0,1.0
246,Biond Biologics Ltd,Israel,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
247,Bionomics Ltd.,Australia,Europe,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2017.0,2020.0,Terminator,4.0,0.5
248,Bionovion Holding B.V.,Netherlands,Europe,Commercial,1.0,145.0,0.030129557095510694,145.0,,,2014.0,2014.0,Transient,1.0,1.0
249,Bionoxx Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
250,Bionsystems Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2022.0,2022.0,Transient,1.0,2.0
251,Biontech Rna Pharmaceuticals Gmbh,Germany,Europe,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,1.0
252,Biontech Se,Germany,Europe,Commercial,6.0,2.0,0.1807773425730642,0.3333333333333333,0.004036326942482341,0.010438389954030722,2020.0,2023.0,Continuant,4.0,1.5
253,Bioray Laboratories Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
254,Biosion Inc.,Taiwan,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2021.0,2022.0,Terminator,2.0,1.0
255,Biotest Ag,Germany,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
256,Biothera Inc,United States,North America,Commercial,3.0,1.0,0.0903886712865321,0.3333333333333333,,,2017.0,2021.0,Terminator,5.0,0.6
257,Biotheus Inc,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
258,Biotin Company,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
259,Biovaxys Inc.,Canada,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2019.0,2022.0,Terminator,4.0,0.5
260,Biovica International Ab,Sweden,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
261,Bioxcel Corp.,United States,North America,Commercial,2.0,4.0,0.06025911419102139,2.0,,,2016.0,2016.0,Transient,1.0,2.0
262,Bioxcel Therapeutics Inc.,United States,North America,Commercial,6.0,0.0,0.1807773425730642,0.0,0.0010090817356205853,0.0,2016.0,2022.0,Terminator,7.0,0.8571428571428571
263,Birdie Biopharmaceuticals Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0030272452068617556,0.0,2020.0,2021.0,Terminator,2.0,1.0
264,Blat Dan,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.018163471241170535,0.0,2023.0,2023.0,Newcomer,1.0,1.0
265,Blaze Bioscience Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
266,Bodi Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,6.0,0.030129557095510694,6.0,,,2014.0,2014.0,Transient,1.0,1.0
267,Boehringer Ingelheim International,Germany,Europe,Commercial,4.0,1.0,0.12051822838204278,0.25,0.0020181634712411706,2.0385489608496674e-06,2017.0,2021.0,Terminator,5.0,0.8
268,Bolt Biotherapeutics Inc.,United States,North America,Commercial,3.0,0.0,0.0903886712865321,0.0,,,2021.0,2021.0,Transient,1.0,3.0
269,"Boostimmune, Inc.",United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
270,Boryung Pharmaceutical Co. Ltd.,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
271,Boston Scientific Scimed Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,1.0
272,Bostongene Corp.,United States,North America,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2019.0,2019.0,Transient,1.0,1.0
273,Boya Gene Tech Tianjin Limited Company,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
274,Bps Bioscience Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2017.0,2017.0,Transient,1.0,1.0
275,Brain Cancer Research Institute,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
276,Brastianos Kaliopi Priscilla,,,Individual,1.0,10.0,0.030129557095510694,10.0,0.004036326942482341,0.0,2019.0,2019.0,Transient,1.0,1.0
277,Bridgebio Services Inc.,United States,North America,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,1.0
278,Brigham & Women'S Hospital Inc.,United States,North America,Commercial,5.0,4.0,0.15064778547755348,0.8,,,2016.0,2023.0,Continuant,8.0,0.625
279,Brigham And Women'S Hospital,United States,North America,Academic,2.0,94.0,0.06025911419102139,47.0,0.0030272452068617556,0.0,2006.0,2006.0,Transient,1.0,2.0
280,Bright Peak Therapeutics Ag,Switzerland,Europe,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2022.0,2022.0,Transient,1.0,2.0
281,Bristol Myers Squibb Co.,United States,North America,Commercial,101.0,293.0,3.0430852666465804,2.900990099009901,0.024217961654894045,0.054633961546171415,2009.0,2023.0,Continuant,15.0,6.733333333333333
282,Broad Institute Inc.,United States,North America,Commercial,4.0,35.0,0.12051822838204278,8.75,0.0030272452068617556,0.0,2014.0,2022.0,Terminator,9.0,0.4444444444444444
283,Brooklyn Immunotherapeutics Llc,United States,North America,Commercial,,,,,,,,,Brooklyn Immunotherapeutics Llc,,
284,Brown University,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
285,C Biomex Co. Ltd.,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
286,Cabrera Eric Escobar,,,Individual,1.0,6.0,0.030129557095510694,6.0,0.008072653884964682,0.0,2018.0,2018.0,Transient,1.0,1.0
287,Calithera Biosciences Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
288,Cambridge Enterprise Ltd,United Kingdom,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
289,Cambridge University Technical Services Limited,United Kingdom,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
290,"Cameron, John Scott",,,Individual,1.0,15.0,0.030129557095510694,15.0,0.016145307769929364,0.0,2018.0,2018.0,Transient,1.0,1.0
291,Camuno Biotherapeutics Pty Ltd.,Australia,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
292,Canbas Co. Ltd.,South Korea,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2016.0,2016.0,Transient,1.0,2.0
293,"Cancer Hospital, Chinese Academy Of Medical Sciences",China,Asia,Academic,13.0,9.0,0.391684242241639,0.6923076923076923,0.0030272452068617556,1.630839168679734e-05,2019.0,2023.0,Continuant,5.0,2.6
294,Cancer Research Malaysia,Malaysia,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
295,Cancer Research Technologies Ltd.,United Kingdom,Europe,Commercial,2.0,1.0,0.06025911419102139,0.5,,,2017.0,2019.0,Terminator,3.0,0.6666666666666666
296,Canexia Health Inc,Canada,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
297,Cao Xiaodan,,,Individual,,,,,,,,,Cao Xiaodan,,
298,Capella Bioscience Ltd,United Kingdom,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
299,Capten Therapeutics Inc.,United States,North America,Commercial,1.0,3.0,0.030129557095510694,3.0,,,2017.0,2017.0,Transient,1.0,1.0
300,Caris Mpi Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
301,Carna Biosciences Inc.,Japan,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
302,Carr Francis J,,,Individual,1.0,371.0,0.030129557095510694,371.0,0.006054490413723511,0.0,2009.0,2009.0,Transient,1.0,1.0
303,Carrick Therapeutics Ltd,Ireland,Europe,Commercial,2.0,1.0,0.06025911419102139,0.5,,,2020.0,2022.0,Terminator,3.0,0.6666666666666666
304,Carroll Richard G,,,Individual,1.0,7.0,0.030129557095510694,7.0,0.004036326942482341,0.0,2006.0,2006.0,Transient,1.0,1.0
305,Cascade Prodrug Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
306,Catholic University Industry Academia Cooperation,South Korea,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2011.0,2011.0,Transient,1.0,1.0
307,Catholic University Of Korea Industry-Academic Cooperation Foundation,South Korea,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
308,Cb Therapeutics Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2015.0,2015.0,Transient,1.0,2.0
309,Cbio As,Norway,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
310,Cedars-Sinai Medical Center,United States,North America,Academic,3.0,5.0,0.0903886712865321,1.6666666666666667,,,2019.0,2021.0,Terminator,3.0,1.0
311,Cedert Biopharma Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
312,Celgene Corp.,United States,North America,Commercial,8.0,12.0,0.24103645676408555,1.5,0.0010090817356205853,0.0,2015.0,2023.0,Continuant,9.0,0.8888888888888888
313,Celgene Quanticel Research Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
314,Cell Ecological Haihe Laboratory,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2023.0,2023.0,Newcomer,1.0,1.0
315,Cell Medica Switzerland Ag,Switzerland,Europe,Commercial,1.0,8.0,0.030129557095510694,8.0,,,2017.0,2017.0,Transient,1.0,1.0
316,Celldex Therapeutics Inc.,United States,North America,Commercial,4.0,7.0,0.12051822838204278,1.75,0.004036326942482341,0.0024809140853540453,2017.0,2022.0,Terminator,6.0,0.6666666666666666
317,Cellemedy Co. Ltd.,South Korea,Asia,Commercial,3.0,0.0,0.0903886712865321,0.0,,,2020.0,2022.0,Terminator,3.0,1.0
318,Celleron Therapeutics Ltd.,United Kingdom,Europe,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2020.0,2020.0,Transient,1.0,2.0
319,Cellprint Ip Holding Llc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2017.0,2017.0,Transient,1.0,1.0
320,Celltrend Gmbh,Germany,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
321,Cellus Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
322,Centre Hospitalier Universitaire De Toulouse,France,Europe,Academic,4.0,31.0,0.12051822838204278,7.75,0.0030272452068617556,1.0192744804248337e-06,2017.0,2020.0,Terminator,4.0,1.0
323,Centre Léon Bérard,France,Europe,Academic,2.0,0.0,0.06025911419102139,0.0,0.005045408678102927,5.096372402124169e-07,2018.0,2019.0,Terminator,2.0,1.0
324,Centre National De La Recherche Scientifique (Cnrs),France,Europe,Academic,10.0,32.0,0.30129557095510695,3.2,0.018163471241170535,0.00011942499328977634,2016.0,2023.0,Continuant,8.0,1.25
325,Centro De Investigaciones Energeticas Medioambientales Y Tecnologicas O.A.M.P.,Spain,Europe,Academic,1.0,1.0,0.030129557095510694,1.0,0.0020181634712411706,0.0,2019.0,2019.0,Transient,1.0,1.0
