,Inventor,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
193,Arbeit Robert D,2.0,0.0,0.06027727546714888,0.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,2.0
194,Archuadze Shorena,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2018.0,2018.0,Transient,1.0,1.0
195,Ardourel Daniel F,1.0,4.0,0.03013863773357444,4.0,0.0019821605550049554,0.0,2019.0,2019.0,Transient,1.0,1.0
196,Arenas-Ramirez Natalia,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
197,Arens Ramon,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2018.0,2018.0,Transient,1.0,1.0
198,Ari Vanderwalde,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2018.0,2018.0,Transient,1.0,1.0
199,Arkinstall Stephen John,2.0,2.0,0.06027727546714888,1.0,0.0019821605550049554,1.8434190183599684e-06,2017.0,2018.0,Terminator,2.0,1.0
200,Arlauckas Sean,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
201,Arlene Sharpe,4.0,2.0,0.12055455093429776,0.5,0.001211320339169695,9.799227413387202e-07,2006.0,2023.0,Continuant,18.0,0.2222222222222222
202,Aronchik Ida,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
203,Arora Arshi,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2022.0,2022.0,Transient,1.0,1.0
204,Arora Reetakshi,1.0,8.0,0.03013863773357444,8.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
205,Arora Vivek,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
206,Arpaia Nicholas,1.0,2.0,0.03013863773357444,2.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
207,Arrieta González Victor Andrés,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
208,Artamonova Elena Vladimirovna,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
209,Artomov Maksym,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
210,Artyukhova Marina Vladimirovna,1.0,0.0,0.03013863773357444,0.0,0.0015416804316705209,0.0,2016.0,2016.0,Transient,1.0,1.0
211,Arur Swathi,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
212,Arvin Yang,2.0,2.0,0.06027727546714888,1.0,,,2019.0,2021.0,Terminator,3.0,0.6666666666666666
213,Arévalo-Ruiz Matilde,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
214,Asahara Takashi,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
215,Asai Akira,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
216,Asami Nishimori,3.0,0.0,0.09041591320072333,0.0,0.0009910802775024777,0.0,2017.0,2018.0,Terminator,2.0,1.5
217,Ascierto Maria L,1.0,3.0,0.03013863773357444,3.0,0.00033036009250082593,0.0,2015.0,2015.0,Transient,1.0,1.0
218,Ascierto Maria Libera,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
219,Asensio Michael,3.0,0.0,0.09041591320072333,0.0,0.0008809602466688691,1.455330803968396e-07,2019.0,2022.0,Terminator,4.0,0.75
220,Ashizawa Tadashi,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
221,Ashminova Vania E,2.0,2.0,0.06027727546714888,1.0,0.0011012003083360864,9.94476049378404e-07,2021.0,2023.0,Continuant,3.0,0.6666666666666666
222,Ashok K. Gupta,4.0,11.0,0.12055455093429776,2.75,0.0009910802775024777,0.00010687891265705089,2013.0,2022.0,Terminator,10.0,0.4
223,Ashok Nankar Sunil,4.0,0.0,0.12055455093429776,0.0,0.0025327607091729988,4.020351345962696e-07,2022.0,2022.0,Transient,1.0,4.0
224,Askoxylakis Vasileios,2.0,3.0,0.06027727546714888,1.5,0.0023125206475057814,0.0,2020.0,2021.0,Terminator,2.0,1.0
225,Asmellash Senait,1.0,18.0,0.03013863773357444,18.0,0.0011012003083360864,0.0,2016.0,2016.0,Transient,1.0,1.0
226,Assaf Zoe June Fergusson,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
227,Assia Angelova,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2017.0,2017.0,Transient,1.0,1.0
228,Ataullakhanov Ravshan,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
229,Attiyeh Edward F,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
230,Auclair Christian,1.0,0.0,0.03013863773357444,0.0,,,2019.0,2019.0,Transient,1.0,1.0
231,Auerlinger Klaus,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
232,Augustine-Rauch Karen A,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
233,Aurisicchio Luigi,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
234,Auzins Jurgis,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
235,Averbuch Steven D,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2017.0,2017.0,Transient,1.0,1.0
236,Avgustinovich Aleksandra Vladimirovna,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
237,"Avniel, Amir",1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
238,Avnir Yuval,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
239,Awuah Samuel Gorman,1.0,12.0,0.03013863773357444,12.0,0.00022024006166721728,0.0,2016.0,2016.0,Transient,1.0,1.0
240,Axelsen Mads,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2020.0,2020.0,Transient,1.0,1.0
241,Axelson Michael,1.0,0.0,0.03013863773357444,0.0,,,2017.0,2017.0,Transient,1.0,1.0
242,Axelsson Lena,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
243,Ayton Paul,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2023.0,2023.0,Newcomer,1.0,1.0
244,Azulay Meir,1.0,1.0,0.03013863773357444,1.0,0.001211320339169695,0.0,2018.0,2018.0,Transient,1.0,1.0
245,Azuma Koichi,2.0,0.0,0.06027727546714888,0.0,0.0023125206475057814,4.365992411905188e-07,2022.0,2023.0,Continuant,2.0,1.0
246,Baca Manuel,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2017.0,2017.0,Transient,1.0,1.0
247,Bachireddy Pavan,1.0,0.0,0.03013863773357444,0.0,,,2018.0,2018.0,Transient,1.0,1.0
248,Bader Andreas,2.0,12.0,0.06027727546714888,6.0,0.0006607201850016519,0.00030212667490383903,2016.0,2023.0,Continuant,8.0,0.25
249,Bader Hannah,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
250,Badr Fadi,1.0,2.0,0.03013863773357444,2.0,0.0009910802775024777,0.0,2018.0,2018.0,Transient,1.0,1.0
251,Bae Dong Goo,2.0,0.0,0.06027727546714888,0.0,0.0013214403700033037,7.761764287831446e-08,2022.0,2022.0,Transient,1.0,2.0
252,Bae Dong Hyuck,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2021.0,2021.0,Transient,1.0,1.0
253,Bae Jungu,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2023.0,2023.0,Newcomer,1.0,1.0
254,Bae Kyounghwa,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
255,Bae Seoyoon,1.0,2.0,0.03013863773357444,2.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
256,Bae Seung-Geon,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2023.0,2023.0,Newcomer,1.0,1.0
257,Baek Moon Chang,5.0,0.0,0.1506931886678722,0.0,0.0007708402158352604,3.880882143915723e-07,2019.0,2022.0,Terminator,4.0,1.25
258,Baek Seungjae,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
259,Baek Seungtae,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2022.0,2022.0,Transient,1.0,1.0
260,Baeuerle Patrick,2.0,25.0,0.06027727546714888,12.5,0.0009910802775024777,2.085974152354701e-06,2018.0,2021.0,Terminator,4.0,0.5
261,Bagaev Alexander,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
262,Baghdadi Muhammad,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
263,Bagley Stephen Joseph,1.0,3.0,0.03013863773357444,3.0,0.00033036009250082593,0.0,2020.0,2020.0,Transient,1.0,1.0
264,Bahjat Keith Sadoon,1.0,9.0,0.03013863773357444,9.0,0.00033036009250082593,0.0,2016.0,2016.0,Transient,1.0,1.0
265,Bahl Ashwani,2.0,1.0,0.06027727546714888,0.5,0.0007708402158352604,9.702205359789307e-09,2020.0,2022.0,Terminator,3.0,0.6666666666666666
266,Bahlmann Ingo,1.0,0.0,0.03013863773357444,0.0,0.0023125206475057814,0.0,2021.0,2021.0,Transient,1.0,1.0
267,Bahri Meriem,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
268,Bai Ailin,1.0,5.0,0.03013863773357444,5.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
269,Bai Jie,4.0,54.0,0.12055455093429776,13.5,0.0013214403700033037,3.2340684532631016e-08,2015.0,2020.0,Terminator,6.0,0.6666666666666666
270,Bai Jingwen,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2023.0,2023.0,Newcomer,1.0,1.0
271,Bai Li,1.0,1.0,0.03013863773357444,1.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
272,Bai Lihui,10.0,0.0,0.3013863773357444,0.0,0.0013214403700033037,3.782243056091198e-05,2022.0,2023.0,Continuant,2.0,5.0
273,Bai Mingru,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
274,Bai Xianhong,3.0,0.0,0.09041591320072333,0.0,0.0013214403700033037,0.0006887862210247939,2015.0,2023.0,Continuant,9.0,0.3333333333333333
275,Bai Xue,4.0,1.0,0.12055455093429776,0.25,0.0022024006166721727,0.00060355398250466,2020.0,2022.0,Terminator,3.0,1.3333333333333333
276,Bai Yi,10.0,23.0,0.3013863773357444,2.3,0.0013214403700033037,0.0011530898087292218,2015.0,2022.0,Terminator,8.0,1.25
277,Bai Yibing,1.0,7.0,0.03013863773357444,7.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
278,Bai Yu,1.0,1.0,0.03013863773357444,1.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
279,Bai Yuezong,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2022.0,2022.0,Transient,1.0,1.0
280,Bailey Christopher,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
281,Baileykobayashi Nahoko,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
282,Bais Carlos,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2018.0,2018.0,Transient,1.0,1.0
283,Bais Carlos Ernesto,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
284,Baiyong Li,19.0,38.0,0.5726341169379143,2.0,0.0017619204933377382,0.003116514286124769,2016.0,2023.0,Continuant,8.0,2.375
285,Bajaj Gaurav,1.0,1.0,0.03013863773357444,1.0,0.00242264067833939,0.0,2022.0,2022.0,Transient,1.0,1.0
286,Bak Annette,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2018.0,2018.0,Transient,1.0,1.0
287,Bakdash Ghaith,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
288,Bakács Tibor,2.0,0.0,0.06027727546714888,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,2.0
289,Balachandran Siddharth,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
290,Balachandran Vinod,2.0,0.0,0.06027727546714888,0.0,0.001211320339169695,7.883041854828812e-07,2020.0,2022.0,Terminator,3.0,0.6666666666666666
291,Balakrishnan Preethi Bala,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
292,Balasubramanian Sriram,1.0,0.0,0.03013863773357444,0.0,,,2020.0,2020.0,Transient,1.0,1.0
293,Bald Tobias,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
294,Baliga Ramesh,1.0,40.0,0.03013863773357444,40.0,0.00022024006166721728,0.0,2017.0,2017.0,Transient,1.0,1.0
295,Ballas Marc,3.0,9.0,0.09041591320072333,3.0,0.0019821605550049554,0.00011330443323562523,2015.0,2023.0,Continuant,9.0,0.3333333333333333
296,Ballas Marc S,4.0,2.0,0.12055455093429776,0.5,0.00022024006166721728,0.0,2020.0,2021.0,Terminator,2.0,2.0
297,Balli David Edward,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
298,Balthazor Bryan Mark,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
299,Ban Tatsuma,1.0,0.0,0.03013863773357444,0.0,0.0016518004625041295,0.0,2023.0,2023.0,Newcomer,1.0,1.0
300,Banchereau Romain,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,7.13112093944514e-06,2021.0,2021.0,Transient,1.0,2.0
301,Banchereau Romain Francois,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
302,Bancroft David,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
303,Baneyx Guillaume,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
304,Bannister Laura,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
305,Bantsimba Malanda Claudie,1.0,2.0,0.03013863773357444,2.0,0.00033036009250082593,0.0,2017.0,2017.0,Transient,1.0,1.0
306,Bao Feifei,2.0,0.0,0.06027727546714888,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,2.0
307,Bao Hongliang,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
308,Bao Jiemin,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
309,Bao Jinyuan,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
310,Bao Wenying,2.0,9.0,0.06027727546714888,4.5,0.0011012003083360864,2.1656708392386844e-08,2019.0,2021.0,Terminator,3.0,0.6666666666666666
311,Bao Xavier,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2016.0,2016.0,Transient,1.0,1.0
312,Bao Xichen,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
313,Bao Yi,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
314,Barak Hila,2.0,1.0,0.06027727546714888,0.5,0.0011012003083360864,1.6170342266315515e-08,2020.0,2020.0,Transient,1.0,2.0
315,Baran Dror,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
316,Baran Phil S,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
317,Barbara A Swanson,2.0,5.0,0.06027727546714888,2.5,0.0005506001541680432,6.063878349868317e-09,2017.0,2021.0,Terminator,5.0,0.4
318,Barbara Leuchs,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2017.0,2017.0,Transient,1.0,1.0
319,Barbash Olena,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
320,Barbashov Sergei,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2018.0,2018.0,Transient,1.0,1.0
321,Barbato Donato,2.0,5.0,0.06027727546714888,2.5,0.0008809602466688691,0.0,2019.0,2019.0,Transient,1.0,2.0
322,Barber Daniel,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2006.0,2006.0,Transient,1.0,1.0
323,Barbi Joseph,2.0,0.0,0.06027727546714888,0.0,0.0007708402158352604,5.74047150454201e-07,2020.0,2020.0,Transient,1.0,2.0
324,Barbie David,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2015.0,2015.0,Transient,1.0,1.0
325,Barbiro Inbal,3.0,0.0,0.09041591320072333,0.0,0.0017619204933377382,3.234068453263101e-07,2022.0,2022.0,Transient,1.0,3.0
326,Barchi Joseph John,1.0,6.0,0.03013863773357444,6.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
327,Barf Tjeerd,2.0,37.0,0.06027727546714888,18.5,0.0008809602466688691,0.0,2015.0,2016.0,Terminator,2.0,1.0
328,Barmare Farhana,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
329,Barnette Kester Gary,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
330,Barnhart Bryan,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2018.0,2018.0,Transient,1.0,1.0
331,Baron Francois,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
332,Barone Francesca,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
333,Barragán Mallofret María Isabel,2.0,2.0,0.06027727546714888,1.0,0.001211320339169695,9.095817524802476e-08,2020.0,2023.0,Continuant,4.0,0.5
334,Barrett John Andrew,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
335,Barrett Michael T,1.0,4.0,0.03013863773357444,4.0,0.00044048012333443455,0.0,2016.0,2016.0,Transient,1.0,1.0
336,Barriga Francisco,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
337,Barry Simon T,1.0,21.0,0.03013863773357444,21.0,0.00011012003083360864,0.0,2015.0,2015.0,Transient,1.0,1.0
338,Barsonumian Hampartsoum B,1.0,2.0,0.03013863773357444,2.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
339,Barsoumian Hampartsoum,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,7.543464667236186e-05,2021.0,2021.0,Transient,1.0,2.0
340,Barthels Christian,1.0,1.0,0.03013863773357444,1.0,0.0008809602466688691,0.0,2019.0,2019.0,Transient,1.0,1.0
341,Barton Debora,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2015.0,2015.0,Transient,1.0,1.0
342,Bartucci Monica,1.0,13.0,0.03013863773357444,13.0,0.00011012003083360864,0.0,2010.0,2010.0,Transient,1.0,1.0
343,Bartz René,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
344,Baruch Kuti,2.0,0.0,0.06027727546714888,0.0,0.0007708402158352604,6.063878349868317e-08,2015.0,2020.0,Terminator,6.0,0.3333333333333333
345,Basarkar Ashwin,1.0,7.0,0.03013863773357444,7.0,0.0009910802775024777,0.0,2018.0,2018.0,Transient,1.0,1.0
346,Basciano Paul,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2022.0,2022.0,Transient,1.0,1.0
347,Basciano Paul A,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
348,Basciano Paul Andrew,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
349,Bascomb Newell,1.0,4.0,0.03013863773357444,4.0,0.00022024006166721728,0.0,2015.0,2015.0,Transient,1.0,1.0
350,Bashiri Siavash,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2020.0,2020.0,Transient,1.0,1.0
351,Basile Lena A,1.0,8.0,0.03013863773357444,8.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
352,Baskaran Lalithkumar,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2022.0,2022.0,Transient,1.0,1.0
353,Basovskij Yurij Ivanovich,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2019.0,2019.0,Transient,1.0,1.0
354,Basran Amrik,2.0,3.0,0.06027727546714888,1.5,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,2.0
355,Basu Mousumi,2.0,1.0,0.06027727546714888,0.5,0.00033036009250082593,0.0,2020.0,2022.0,Terminator,3.0,0.6666666666666666
356,Basu Sreedhar,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
357,Bates Daren,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2020.0,2020.0,Transient,1.0,1.0
358,Bates Darren,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2022.0,2022.0,Transient,1.0,1.0
359,Battaglia Sebastiano,1.0,0.0,0.03013863773357444,0.0,,,2020.0,2020.0,Transient,1.0,1.0
360,Bauche Cecile,3.0,0.0,0.09041591320072333,0.0,0.00033036009250082593,0.0,2017.0,2018.0,Terminator,2.0,1.5
361,Bauche David,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2020.0,2020.0,Transient,1.0,1.0
362,Baum Charles Michael,1.0,40.0,0.03013863773357444,40.0,0.00011012003083360864,0.0,2006.0,2006.0,Transient,1.0,1.0
363,Baum Peter R,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
364,Baxi Vipul A,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
365,Baylin Stephen B,2.0,20.0,0.06027727546714888,10.0,0.0005506001541680432,1.819163504960495e-06,2014.0,2016.0,Terminator,3.0,0.6666666666666666
366,Beardsley Robert A,1.0,2.0,0.03013863773357444,2.0,0.00022024006166721728,0.0,2018.0,2018.0,Transient,1.0,1.0
367,Becher Burkhard,3.0,12.0,0.09041591320072333,4.0,0.00033036009250082593,3.3957718759262574e-07,2017.0,2019.0,Terminator,3.0,1.0
368,Becher Burkhard Dr Prof,1.0,8.0,0.03013863773357444,8.0,,,2011.0,2011.0,Transient,1.0,1.0
369,Beckhove Philipp,2.0,0.0,0.06027727546714888,0.0,0.0011012003083360864,7.761764287831446e-07,2019.0,2021.0,Terminator,3.0,0.6666666666666666
370,Beckmann Karsten,3.0,2.0,0.09041591320072333,0.6666666666666666,0.0045149212641779546,0.0003902610600274518,2022.0,2023.0,Continuant,2.0,1.5
371,Beckmann Richard Paul,1.0,2.0,0.03013863773357444,2.0,0.00022024006166721728,0.0,2017.0,2017.0,Transient,1.0,1.0
372,Bedrosian Camille L,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2007.0,2007.0,Transient,1.0,1.0
373,Bee Christine,2.0,5.0,0.06027727546714888,2.5,0.002863120801673825,1.4420518729025574e-05,2019.0,2019.0,Transient,1.0,2.0
374,Beeharry Neil,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2018.0,2018.0,Transient,1.0,1.0
375,Beelen Andrew,2.0,0.0,0.06027727546714888,0.0,0.00033036009250082593,3.880882143915723e-07,2021.0,2022.0,Terminator,2.0,1.0
376,Beeler John,1.0,2.0,0.03013863773357444,2.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
377,Beerli Roger,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2018.0,2018.0,Transient,1.0,1.0
378,Beers Courtney,4.0,0.0,0.12055455093429776,0.0,0.001211320339169695,0.0003022236969574369,2018.0,2023.0,Continuant,6.0,0.6666666666666666
379,Beg Amer,2.0,0.0,0.06027727546714888,0.0,0.00022024006166721728,2.4255513399473267e-08,2022.0,2023.0,Continuant,2.0,1.0
380,Begic Damir,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2015.0,2015.0,Transient,1.0,1.0
381,Behbahani Turang,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
382,Bei Yuncheng,1.0,2.0,0.03013863773357444,2.0,0.00022024006166721728,0.0,2018.0,2018.0,Transient,1.0,1.0
383,Bekaii-Saab Tanios,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2018.0,2018.0,Transient,1.0,1.0
384,Belaid Amine,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
385,Belaid-Choucair Zakia,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2020.0,2020.0,Transient,1.0,1.0
386,Belcher Angela M,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2023.0,2023.0,Newcomer,1.0,1.0
387,Bell John,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2018.0,2018.0,Transient,1.0,1.0
388,Bellet Marina Maria,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
389,Bello Akintunde,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2021.0,2021.0,Transient,1.0,1.0
