,Application Year,Lens ID,Applicant
437,2023,074-430-460-785-625,Jiangsu University
438,2016,085-704-063-540-83X,Acerta Pharma Bv
439,2022,082-842-189-617-624,Zymeworks Bc Inc.
440,2020,134-930-488-297-995,Alkermes Pharma Ireland Ltd.
441,2022,192-587-798-186-041,"Cancer Hospital, Chinese Academy Of Medical Sciences"
442,2017,098-936-420-612-702,Dai Chengliang
443,2017,098-936-420-612-702,Luo Lusong
444,2017,098-936-420-612-702,Sun Zhijian
445,2017,098-936-420-612-702,Beigene Ltd.
446,2022,123-923-668-979-120,Zymeworks Bc Inc.
447,2019,069-504-108-527-844,Boehringer Ingelheim International
448,2019,069-504-108-527-844,Yale University
449,2022,101-570-902-149-08X,Southern Medical University
450,2022,116-674-029-673-493,The Second Affiliated Hospital Of Xinjiang Medical University
451,2018,154-257-652-119-049,University Of Texas
452,2021,131-594-104-956-703,Xuo Pharmaceutical Industry Nanjing Ltd. Company
453,2021,000-927-154-311-949,Stanford University
454,2023,021-961-661-417-909,Mykara Inc.
455,2017,071-517-656-078-087,Stanford University
456,2019,047-468-987-170-63X,National Cancer Center Japan
457,2019,047-468-987-170-63X,Ono Pharmaceutical Co.
458,2020,147-338-385-125-84X,Abbisko Therapeutics Co. Ltd.
459,2021,185-927-557-789-698,Cedars-Sinai Medical Center
460,2018,155-736-366-205-960,Massachusetts General Hospital
461,2018,155-736-366-205-960,Aperisys Inc.
462,2020,135-889-553-864-525,Biomarker Strategies Llc
463,2021,195-729-903-803-866,Xian Xintong Pharmacy Research Co. Ltd.
464,2021,016-858-527-775-696,Yangtze River Pharmaceutical Group Co.
465,2021,016-858-527-775-696,Shanghai Haiyan Pharmaceutical Technology Co. Ltd.
466,2017,149-959-708-586-662,Guangzhou Dankang Pharmaceutical Biology Co. Ltd.
467,2020,143-954-711-362-650,Ono Pharmaceutical Co.
468,2020,143-954-711-362-650,Nat Cancer Ct
469,2019,078-701-295-308-717,Wuhan University
470,2016,077-423-058-284-092,Mirna Therapeutics Inc.
471,2016,077-423-058-284-092,University Of Texas
472,2016,183-676-647-534-49X,Eisai Research & Development Man Co. Ltd.
473,2016,183-676-647-534-49X,Prism Pharma Co. Ltd.
474,2015,043-044-875-794-945,Halozyme Inc.
475,2022,135-236-954-038-648,Institut Curie
476,2022,135-236-954-038-648,Inserm
477,2019,061-953-990-895-574,Memorial Sloan Kettering Cancer Center
478,2021,013-096-360-972-497,Zhejiang Industrial University
479,2018,042-703-199-590-727,Xiamen Nkd Biotech Co. Ltd.
480,2023,198-143-751-376-965,Zymeworks Bc Inc.
481,2020,030-959-661-792-809,Sun Yat-Sen University Cancer Center
482,2019,116-771-622-174-243,Stichting Het Nederlands Kanker Inst Antoni Van Leeuwenhoek Ziekenhuis
483,2019,116-771-622-174-243,Yeda Research And Development
484,2019,114-328-806-449-353,Abbisko Therapeutics Co. Ltd.
485,2023,058-465-624-701-441,University Of Southern California
486,2013,166-150-606-312-273,Pfizer
487,2023,136-485-499-222-286,"Zhongshan Hospital, Fudan University"
488,2022,152-914-602-580-296,Rohto Pharma
489,2022,152-914-602-580-296,University Of Osaka
490,2022,197-196-560-747-404,Guangdong Chenkang Biotechnology Co. Ltd.
491,2020,084-900-838-523-130,Kinki University
492,2020,084-900-838-523-130,University Of Kyoto
493,2020,084-900-838-523-130,Ono Pharmaceutical Co.
494,2020,084-900-838-523-130,Sysmex Corp.
495,2023,010-745-959-519-195,Pionyr Immunotherapies Inc.
496,2023,010-745-959-519-195,D2G Oncology Inc.
497,2021,021-959-210-521-552,Joint-Stock Company Lunat
498,2020,104-914-863-771-559,"Yakult Honsha Co., Ltd."
499,2020,104-914-863-771-559,General Incorporated Association Pharma Valley Project Supporting Organization
500,2021,185-666-648-639-297,Ono Pharmaceutical Co.
501,2023,062-662-394-197-32X,"Zhongshan Hospital, Fudan University"
502,2019,073-006-654-633-719,Innovation Ulster Ltd.
503,2022,164-184-955-751-971,Ono Pharmaceutical Co.
504,2021,159-156-257-871-272,National Cancer Center Japan
505,2021,159-156-257-871-272,Riken Research And Development Institute
506,2020,083-061-310-937-465,Hangzhou Qienan Enterprise Management Co. Ltd.
507,2022,074-330-573-878-598,First Auxiliary Hospital Of Chinese People'S Liberation Army Military Medical University
508,2020,037-395-544-372-091,Novartis Ag
509,2017,190-534-427-658-271,Eli Lilly And Company
510,2019,152-601-131-318-381,Chemocentryx Inc.
511,2021,150-460-912-652-711,Novigenix Sa
512,2019,142-873-761-444-282,"Hokkaido University, National University Corporation"
513,2020,064-674-317-457-889,Avacta Life Sciences Ltd.
514,2022,151-988-624-684-251,Shanghai Shengdi Pharmaceutical Co. Ltd.
515,2022,151-988-624-684-251,Jiangsu Hengrui Pharmaceuticals Co. Ltd.
516,2021,159-630-513-207-094,"Zhongshan Hospital, Fudan University"
517,2022,031-287-889-812-594,Rohto Pharma
518,2022,031-287-889-812-594,University Of Osaka
519,2020,089-409-906-568-034,Garaci Enrico
520,2020,089-409-906-568-034,Romani Luigina
521,2019,007-880-383-927-930,China Medical University
522,2021,087-732-124-790-025,Non-Profit Organization Japan Clinical Cancer Research Organization
523,2021,087-732-124-790-025,Ono Pharmaceutical Co.
524,2021,108-033-416-997-578,Astrazeneca Ab
525,2021,014-440-175-492-615,Shenzhen Chipscreen Biosciences Co. Ltd.
526,2021,014-440-175-492-615,Chengdu Chipscreen Pharmaceutical Ltd.
527,2021,030-806-959-557-310,Abbisko Therapeutics Co. Ltd.
528,2018,134-523-221-668-04X,Huaqiao University
529,2019,113-113-734-259-168,Abbisko Therapeutics Co. Ltd.
530,2019,062-255-210-462-38X,Noahm Inc.
531,2020,022-552-546-991-541,University Of China Pharma
532,2018,151-598-857-501-037,Oral Arsinur
533,2019,052-252-557-949-449,Inivata Ltd.
534,2018,105-328-839-957-85X,Netris Pharma
535,2018,105-328-839-957-85X,Université Claude Bernard Lyon 1
536,2018,105-328-839-957-85X,Inserm
537,2018,105-328-839-957-85X,Centre National De La Recherche Scientifique (Cnrs)
538,2018,105-328-839-957-85X,Centre Léon Bérard
539,2019,141-442-947-298-817,Shenzhen Yuce Biotechnology Co. Ltd.
540,2021,170-365-304-784-016,"Beijing Cancer Hospital, Beijing Cancer Hospital"
541,2021,170-365-304-784-016,Wuxi Zhenhe Biotechnology Co. Ltd.
542,2021,127-887-508-162-242,Lytix Biopharma As
543,2017,064-475-787-483-692,Ono Pharmaceutical Co.
544,2020,176-125-963-744-304,University Of Texas
545,2018,049-585-280-925-854,New York University
546,2022,072-622-504-835-203,Cspc Zhongqi Pharmaceutical Technology Shijiazhuang Co. Ltd.
547,2020,173-057-082-839-513,Chia Tai Tianqing Pharmaceutical Group Co. Ltd.
548,2015,049-773-169-480-939,Selecta Biosciences Inc.
549,2018,115-334-747-279-864,Hitachi Chemical Co. Ltd.
550,2018,115-334-747-279-864,Wakayama Medical University
551,2021,013-476-179-822-405,Taiwan Health Research Institute
552,2019,019-325-543-975-900,Bionoxx Inc.
553,2022,103-841-811-269-056,University Of Osaka
554,2020,118-759-263-379-810,Genemedicine Co. Ltd.
555,2023,140-544-647-278-946,Biomed Valley Discoveries Inc.
556,2019,001-589-355-240-144,"Shanghai Institute Of Materia Medica, Chinese Academy Of Sciences"
557,2020,024-888-720-029-705,University Of Miyazaki
558,2020,075-909-002-829-02X,Tohoku Techno Arch Co. Ltd.
559,2019,108-364-701-830-941,Fujifilm Corp.
560,2016,184-165-791-175-630,Pfizer
561,2016,184-165-791-175-630,Merck Patent Gmbh
562,2021,185-905-520-401-090,"Zhongshan Hospital, Fudan University"
563,2021,042-371-870-115-503,Wise Ac Co. Ltd.
564,2021,042-371-870-115-503,Juntendo University
565,2020,073-626-813-333-965,Vedanta Biosciences Inc.
566,2020,110-649-253-478-307,Nippon Shinyaku Co. Ltd.
567,2022,135-134-051-724-789,University Of China Pharma
568,2022,004-105-182-440-994,Rznomics Inc.
569,2021,024-620-454-260-009,University Of China Pharma
570,2023,141-254-723-905-86X,Fujifilm Corp.
571,2019,063-939-436-223-414,Qingdao Eastsea Pharmaceutical Co. Ltd.
572,2017,131-207-084-874-344,Proximagen Ltd.
573,2014,014-002-886-001-771,Bionovion Holding B.V.
574,2023,110-066-827-485-246,Lunit Inc.
575,2020,137-559-409-967-782,Wntresearch Ab
576,2023,014-302-206-372-224,University Of Soochow
577,2017,122-174-484-883-587,Council Queensland Institute Of Medical Research
578,2021,170-087-020-985-054,Cynda Biotech Inc.
579,2021,028-130-429-280-933,Senda Biosciences Inc.
580,2023,041-524-891-181-508,Ngm Biopharmaceuticals Inc.
581,2021,043-532-215-598-351,Asan Foundation
582,2021,043-532-215-598-351,University Of Ulsan Foundation For Industrial Cooperation
583,2021,050-638-277-330-472,Asan Foundation
584,2021,050-638-277-330-472,University Of Ulsan Foundation For Industrial Cooperation
585,2019,019-382-532-132-669,Shenzhen Institute Of Advanced Technology
586,2017,022-689-322-794-095,University Of East China Science & Technology
587,2021,067-980-168-593-995,Pumisi Biotechnology Zhuhai Co. Ltd.
588,2021,014-688-199-871-205,Lbl Biotechnology Inc.
589,2019,171-891-384-616-94X,Korea Advanced Institute Of Science And Technology
590,2019,171-891-384-616-94X,Université Claude Bernard Lyon 1
591,2019,171-891-384-616-94X,Inserm
592,2019,171-891-384-616-94X,Centre National De La Recherche Scientifique (Cnrs)
593,2019,171-891-384-616-94X,Centre Léon Bérard
594,2019,072-973-753-209-347,Neotx Therapeutics Ltd.
595,2019,025-200-329-063-415,Qingdao Eastsea Pharmaceutical Co. Ltd.
596,2014,125-786-590-495-672,Broad Institute Inc.
597,2014,125-786-590-495-672,Dana-Farber Cancer Institute Inc.
598,2017,160-886-860-350-818,Medical University Of South Carolina Foundation For Research Development
599,2022,152-530-687-330-655,Shanghai Siludi Medical Detection Institute Co. Ltd.
600,2022,152-530-687-330-655,Peking University Cancer Hospital
601,2023,057-570-453-685-181,Shanghai Junshi Bioscience Co Ltd
602,2020,161-193-808-576-881,University Of Texas
603,2021,001-062-043-922-583,"Zhongshan Hospital, Fudan University"
604,2020,086-368-995-702-68X,"Institute Of Biomedical Engineering, Chinese Academy Of Medical Sciences"
605,2023,126-767-319-465-567,Abbisko Therapeutics Co. Ltd.
606,2018,091-987-212-945-583,Southern Medical University
607,2016,016-004-478-055-30X,Medpacto Inc.
608,2021,060-747-232-395-171,"Zhu, Siyu"
609,2021,060-747-232-395-171,"Deng, Xiangliang"
610,2021,060-747-232-395-171,"He, Xinyue"
611,2021,060-747-232-395-171,"Zhou, Lian"
612,2021,060-747-232-395-171,"Han, Liang"
613,2021,060-747-232-395-171,"Ye, Hao"
614,2021,060-747-232-395-171,"Luo, Xia"
615,2021,060-747-232-395-171,"Wang, Qing"
616,2020,186-528-662-795-406,University Of Ajou Industry-Academic Cooperation Foundation
617,1998,149-916-692-633-486,Applied Research Systems
618,2022,070-088-803-957-235,"Beijing Chaoyang Hospital, Capital Medical University"
619,2022,124-870-342-975-584,Cytogen Inc.
620,2018,024-109-350-639-139,Nihon Sizen Hakkoh Co. Ltd.
621,2015,196-943-494-616-835,Medimmune Ltd.
622,2021,025-814-911-413-501,Southern Hospital Of Southern Medical University
623,2021,008-895-424-975-719,"Zhongshan Hospital, Fudan University"
624,2022,109-872-950-834-65X,Shenzhen Weizhijun Biological Technology Co. Ltd.
625,2022,126-211-300-300-54X,Shenzhen Weizhijun Biological Technology Co. Ltd.
626,2016,054-889-293-857-938,Johns Hopkins University
627,2021,069-629-269-816-750,Cascade Prodrug Inc.
628,2023,110-809-059-932-983,"Institute For Cancer Research, D/B/A The Research Institute Of Fox Chase Cancer Center"
629,2022,136-584-087-351-907,"Longhua Hospital, Affiliated To Shanghai University Of Traditional Chinese Medicine"
630,2014,070-593-930-727-405,Shenzhen Gold Harvest Biological Medical Co. Ltd.
631,2022,033-688-820-506-214,Affiliated Zhongshan Hospital Of Fudan University
632,2020,005-704-590-696-631,Second Military Medical University
633,2023,126-553-104-925-147,Nat Cancer Ct
634,2021,079-875-807-189-261,Chemicals Evaluation & Research Institute Japan
635,2022,122-697-638-076-060,Shenzhen Funuojian Biotechnology Co. Ltd.
636,2022,122-697-638-076-060,Shanghai Putuo District Central Hospital
637,2020,153-507-491-942-853,"Liu, Xiaosong"
638,2020,153-507-491-942-853,"Wang, Tianfang"
639,2020,153-507-491-942-853,"Ni, Guoying"
640,2018,142-625-093-020-325,Xiamen Nkd Biotech Co. Ltd.
641,2022,094-109-950-600-341,"Adesokan, Adeyemi"
642,2022,094-109-950-600-341,Gnubiotics Sciences Sa
643,2022,094-109-950-600-341,"Wyss, Romain"
644,2022,094-109-950-600-341,"Miao, Yong"
645,2023,192-172-569-642-379,Peking Union Medical College Hospital
646,2021,014-212-176-495-661,Ares Trading Sa
647,2021,014-212-176-495-661,Glaxosmithkline Ip Development Ltd.
648,2015,031-684-779-214-285,Dana-Farber Cancer Institute Inc.
649,2020,127-298-859-062-061,University Of Qinghai Nationalities
650,2015,140-397-161-969-459,Dana-Farber Cancer Institute Inc.
651,2016,020-497-836-904-774,Acerta Pharma Bv
652,2021,063-572-782-457-16X,National Health Research Institute
653,2022,111-254-269-756-48X,University Of Hangzhou Normal
654,2021,144-036-600-499-113,"Nanfang Hospital, Southern Medical University"
655,2019,029-509-756-705-727,University Of Suzhou
656,2022,155-663-145-002-145,New York University
657,2020,045-757-204-762-996,University Of Chengdu Traditional Chinese Medicine
658,2022,117-651-444-611-630,Sun Yat-Sen University
659,2022,117-651-444-611-630,Guangzhou Sysu Nansha Science & Technology Innovation Park Co. Ltd.
660,2018,015-973-705-104-957,University Of California
661,2020,077-946-584-223-735,Amazeres Company
662,2019,103-079-372-119-344,University Of Zhengzhou
663,2021,170-358-719-199-999,Asan Foundation
664,2021,170-358-719-199-999,University Of Ulsan Foundation For Industrial Cooperation
665,2020,075-259-228-883-748,Servicio Andaluz De Salud
666,2020,075-259-228-883-748,University Of Malaga
667,2021,032-240-698-890-336,University Of Laval
668,2021,032-240-698-890-336,Val Chum Lp
669,2021,032-240-698-890-336,The Royal Institution For The Advancement Of Learning/Mcgill University
670,2019,052-920-391-447-676,"University Of Nagoya, National University Corporation"
671,2018,054-950-889-053-05X,J Pharma Co. Ltd.
672,2018,054-950-889-053-05X,University Of Osaka
673,2018,054-950-889-053-05X,"University Of Gunma, National University Corporation"
674,2019,013-785-401-988-633,Bristol Myers Squibb Co.
675,2022,007-041-429-582-53X,Yuhan Corp.
676,2019,067-682-413-500-065,Massachusetts Institute Of Technology
677,2019,016-505-463-978-991,University Of Dali
678,2019,079-099-965-629-788,Ono Pharmaceutical Co.
679,2017,160-250-145-600-511,Progen Pg500 Series Pty Ltd.
680,2016,150-777-351-532-853,Genentech Inc.
681,2016,150-777-351-532-853,Hoffmann La Roche
682,2016,150-777-351-532-853,"Richie, Nicole"
683,2016,150-777-351-532-853,"Colburn, Dawn"
684,2022,154-484-337-267-914,Seed Health Inc.
685,2023,142-327-630-727-110,Daiichi Sankyo Co. Ltd.
686,2019,128-615-214-166-456,University Of Tohoku
687,2019,051-889-845-668-651,Boryung Pharmaceutical Co. Ltd.
688,2022,170-194-109-182-569,Chongqing Traditional Chinese Medicine Hospital
689,2018,179-975-298-581-233,Southern Medical University
690,2008,143-285-550-085-123,Seoul National University Research & Development Foundation
691,2017,162-300-355-312-513,Daiichi Sankyo Co. Ltd.
692,2022,037-857-104-845-231,"Research & Business Foundation, Sungkyunkwan University"
693,2015,173-386-283-336-709,Sciclone Pharmaceuticals International Ltd.
694,2018,040-414-895-372-754,Rappaport Family Institute For Research In The Medical Sciences
695,2021,149-985-071-566-558,Glaxosmithkline Intellectual Property No. 4 Ltd.
696,2021,149-985-071-566-558,Ares Trading Sa
697,2021,003-612-286-678-171,"University Of Tübingen, Medizinische Fakultät"
698,2022,049-467-474-195-522,Glaxosmithkline Intellectual Property No. 4 Ltd.
699,2022,049-467-474-195-522,Ares Trading Sa
700,2020,069-540-439-521-365,Glaxosmithkline Intellectual Property No. 4 Ltd.
701,2020,069-540-439-521-365,Merck Patent Gmbh
702,2021,143-533-592-016-556,Glaxosmithkline Intellectual Property No. 4 Ltd.
703,2021,143-533-592-016-556,Ares Trading Sa
704,2020,030-220-843-207-003,Gelan Schke Intellectual Property 4 Ltd. Company
705,2020,030-220-843-207-003,Ares Trading Sa
706,2021,157-622-646-659-032,Pdx Pharmaceuticals Inc.
707,2021,157-622-646-659-032,University Of Oregon Health & Science
708,2021,013-411-708-262-873,Glaxosmithkline Intellectual Property No. 4 Ltd.
709,2021,013-411-708-262-873,Ares Trading Sa
710,2020,173-499-736-985-252,Neoleukin Therapeutics Inc.
711,2022,008-726-189-065-493,"University Of Natural Sciences, Chonnam Industrial Foundation"
712,2022,008-726-189-065-493,Chcure Biotech Inc.
713,2017,155-208-286-701-21X,Millennium Pharmaceuticals Inc.
714,2020,171-048-985-785-395,Kyungpook National University Industry-Academic Cooperation Foundation
715,2020,115-718-140-935-477,Good T Cells Inc.
716,2022,084-390-210-135-979,"Zhongshan Hospital, Fudan University"
717,2020,182-975-340-613-357,University Of Zhengzhou
718,2018,059-042-417-600-906,Medimmune Llc
719,2019,046-373-500-498-679,Southern Medical University
720,2019,008-433-547-246-720,University Of Fuzhou
721,2019,043-835-053-342-166,University Of Paris Xiii - Paris Nord
722,2019,043-835-053-342-166,University Of Paris Descartes
723,2019,043-835-053-342-166,Université Sorbonne
724,2019,043-835-053-342-166,Inserm
725,2019,043-835-053-342-166,University Of Paris Diderot - Paris 7
726,2019,043-835-053-342-166,Medimmune Llc
727,2019,043-835-053-342-166,Assistance Publique-Hôpitaux De Paris (Aphp)
728,2021,096-761-306-558-365,Medicament Health Crowd Extension Jiangsu Medical Science And Technology Limited Company
729,2021,070-480-422-951-215,Fred Hutchinson Cancer Research Center
730,2021,070-480-422-951-215,Blaze Bioscience Inc.
731,2017,027-898-759-171-117,Ultimovacs As
732,2019,019-473-913-968-754,Tesaro Inc.
733,2020,166-499-500-778-35X,Second Military Medical University
734,2022,085-654-534-099-014,Guangzhou Zhiyi Biotechnology Co. Ltd.
735,2022,013-253-883-268-753,Genmab As
736,2022,013-253-883-268-753,Biontech Se
737,2023,152-439-732-865-097,University Of Tohoku
738,2022,172-447-498-944-461,Jiangsu Simcere Medical Diagnosis Co. Ltd.
739,2022,172-447-498-944-461,Nanjing Xiansheng Medical Laboratory Co. Ltd.
740,2022,172-447-498-944-461,Beijing Simcere Medical Laboratory Co. Ltd.
741,2023,021-839-306-651-988,University Of Kurume
742,2023,021-839-306-651-988,Kanagawa Prefectural Hospital Organization
743,2023,021-839-306-651-988,Ajinomoto Kk
744,2023,021-839-306-651-988,"Public University Corporation, Yokohama City University"
745,2021,199-912-087-346-046,University Of Mie
746,2021,199-912-087-346-046,University Of Kyoto
747,2020,052-257-866-627-657,Beverage Guibao Company
748,2021,018-915-717-903-215,Incyte Corp.
749,2020,068-592-313-237-113,University Of Qinghai Nationalities
750,2020,058-387-235-597-758,University Of Qinghai Nationalities
751,2023,185-122-492-030-702,University Of Zhengzhou
752,2020,077-711-708-738-890,University Of Qinghai Nationalities
753,2022,052-000-850-403-831,Guangzhou Zhiyi Biotechnology Co. Ltd.
754,2019,185-372-871-122-107,Kyungpook National University Industry-Academic Cooperation Foundation
